Supplier	Total_Invoice_Amount	Total_Invoice_Count	Year	Client	Record_Count
"Land Management Services, L.L.C."	416403.790000	75.000000	2015	"equinor"	5
"Land Management Services, L.L.C."	140552.190000	34.000000	2016	"equinor"	5
"Land Management Services, L.L.C."	49512.530000	19.000000	2017	"equinor"	1
"Land Management Services, L.L.C."	2550.000000	1.000000	2018	"equinor"	1
"Landmark Graphics AS"	27280.000000	1.000000	2015	"equinor"	1
"Landmark Graphics AS"	50352.700000	5.000000	2016	"equinor"	1
"Landmark Graphics Corporation"	1481650.650000	48.000000	2015	"equinor"	7
"Landmark Graphics Corporation"	21714.750000	6.000000	2016	"equinor"	4
"Landmark Graphics Corporation"	1044.830000	1.000000	2017	"equinor"	1
"Landmark Graphics Corporation"	232196.250000	13.000000	2018	"equinor"	1
"Landtech Enterprises LLC"	931.600000	5.000000	2015	"equinor"	1
"Landtel Communications, LLC"	302186.400000	106.000000	2015	"equinor"	3
"Landtel Communications, LLC"	158311.950000	40.000000	2016	"equinor"	3
"LandTemp, Inc."	82327.920000	41.000000	2015	"equinor"	1
"LandTemp, Inc."	1090866.840000	590.000000	2016	"equinor"	9
"LandTemp, Inc."	1756768.300000	785.000000	2017	"equinor"	7
"LandTemp, Inc."	604529.000000	285.000000	2018	"equinor"	3
"Larco Ltd."	11400.000000	2.000000	2015	"equinor"	1
"Lariat Construction Services, Inc."	178901.050000	272.000000	2015	"equinor"	1
"Lariat Construction Services, Inc."	265559.460000	468.000000	2016	"equinor"	1
"Lariat Construction Services, Inc."	396465.840000	819.000000	2017	"equinor"	2
"Lariat Construction Services, Inc."	22114.150000	50.000000	2018	"equinor"	1
"Larson Design Group, Inc."	3600758.430000	536.000000	2015	"equinor"	8
"Larson Design Group, Inc."	980375.370000	99.000000	2016	"equinor"	4
"Larson Design Group, Inc."	1409421.480000	149.000000	2017	"equinor"	3
"Larson Design Group, Inc."	2017418.220000	204.000000	2018	"equinor"	2
"Latham & Watkins LLP"	114921.800000	12.000000	2016	"equinor"	2
"Latham & Watkins LLP"	2880.000000	1.000000	2017	"equinor"	1
"Law office of"	29914.080000	1.000000	2016	"equinor"	1
"Ld Consulting LLC"	132174.000000	7.000000	2015	"equinor"	1
"L-D Systems, LP"	36507.600000	11.000000	2015	"equinor"	2
"L-D Systems, LP"	26354.200000	6.000000	2016	"equinor"	1
"L-D Systems, LP"	28124.000000	5.000000	2017	"equinor"	1
"L-D Systems, LP"	17585.000000	4.000000	2018	"equinor"	1
"LeanKit, Inc."	4104.000000	1.000000	2015	"equinor"	1
"LeanKit, Inc."	8484.090000	2.000000	2016	"equinor"	1
"LeanKit, Inc."	2950.200000	2.000000	2017	"equinor"	1
"LeChase Construction Services LLC"	9750.170000	1.000000	2018	"equinor"	1
"Lee Hecht Harrison"	18300.000000	12.000000	2017	"equinor"	3
"Lee Hecht Harrison"	24275.000000	17.000000	2018	"equinor"	4
"Lee Specialties USA, LLC"	564059.620000	21.000000	2015	"equinor"	2
"Legend Energy Services, LLC"	724317.440000	48.000000	2015	"equinor"	2
"Legend Energy Services, LLC"	13574.730000	2.000000	2016	"equinor"	2
"Legend Energy Services, LLC"	181313.680000	5.000000	2017	"equinor"	1
"Legere Group, LTD"	7969.000000	1.000000	2018	"equinor"	1
"Leggette Brashears And Graham Inc"	1360855.700000	139.000000	2015	"equinor"	12
"Leggette Brashears And Graham Inc"	473060.930000	127.000000	2016	"equinor"	7
"Leggette Brashears And Graham Inc"	207495.170000	71.000000	2017	"equinor"	5
"Leggette Brashears And Graham Inc"	58704.830000	23.000000	2018	"equinor"	5
"Lenington & Parrino LLP"	482961.140000	61.000000	2015	"equinor"	2
"Lenovo (United States) Inc."	33114.990000	2.000000	2015	"equinor"	2
"Lenovo (United States) Inc."	764.420000	1.000000	2017	"equinor"	1
"Letton-Hall Group LLC"	57000.000000	1.000000	2015	"equinor"	1
"Letton-Hall Group LLC"	6795.750000	1.000000	2018	"equinor"	1
"Level 3 Comminications, LLC"	96121.260000	11.000000	2015	"equinor"	2
"Level 3 Comminications, LLC"	380358.340000	15.000000	2016	"equinor"	3
"Level 3 Comminications, LLC"	494835.800000	29.000000	2017	"equinor"	5
"Level 3 Comminications, LLC"	522936.330000	22.000000	2018	"equinor"	1
"Levy Premium Food Service LLC"	40000.000000	2.000000	2015	"equinor"	1
"Levy Premium Food Service LLC"	20000.000000	1.000000	2016	"equinor"	1
"Levy Premium Food Service LLC"	100000.000000	4.000000	2017	"equinor"	1
"Levy Premium Food Service LLC"	90000.000000	4.000000	2018	"equinor"	1
"Lewis Glasser Casey & Rollins, PLLC"	7236.400000	3.000000	2015	"equinor"	1
"Lewis Glasser Casey & Rollins, PLLC"	490731.560000	10.000000	2016	"equinor"	3
"Lewis Glasser Casey & Rollins, PLLC"	22887.200000	13.000000	2017	"equinor"	2
"Lexco Data Systems, LP"	32637.390000	3.000000	2015	"equinor"	1
"Lexco Data Systems, LP"	43516.500000	1.000000	2016	"equinor"	1
"Lexco Data Systems, LP"	43516.500000	1.000000	2017	"equinor"	1
"Lexco Data Systems, LP"	43516.500000	1.000000	2018	"equinor"	1
"LexisNexis"	31965.430000	24.000000	2015	"equinor"	3
"LexisNexis"	26217.970000	26.000000	2016	"equinor"	3
"LexisNexis"	32846.380000	14.000000	2017	"equinor"	2
"LexisNexis"	18530.360000	9.000000	2018	"equinor"	2
"Lexisnexis Risk Data Management Inc"	3525.830000	11.000000	2017	"equinor"	1
"Lexisnexis Risk Data Management Inc"	1601.600000	5.000000	2018	"equinor"	1
"Lexmark International Technology"	0.000000	2.000000	2017	"equinor"	1
"Lexmark International Technology"	1044.880000	1.000000	2018	"equinor"	1
"Lexmark International, INC."	168368.480000	59.000000	2015	"equinor"	12
"Lexmark International, INC."	126700.720000	34.000000	2016	"equinor"	6
"Lexmark International, INC."	103673.990000	28.000000	2017	"equinor"	8
"Lexmark International, INC."	272986.120000	42.000000	2018	"equinor"	7
"LGL Ecological Research Associates,"	6720.000000	1.000000	2015	"equinor"	1
"LHI Group Inc dba Piper Maddox"	35000.000000	1.000000	2018	"equinor"	1
"LHR Safety a Division of LHR Servic"	24612.170000	35.000000	2015	"equinor"	1
"LHR Safety a Division of LHR Servic"	47785.710000	53.000000	2016	"equinor"	3
"LHR Safety a Division of LHR Servic"	85981.220000	111.000000	2017	"equinor"	2
"LHR Safety a Division of LHR Servic"	100188.700000	195.000000	2018	"equinor"	2
"Liberty Lift Solutions, LLC"	99208.960000	2.000000	2015	"equinor"	2
"Liberty Lift Solutions, LLC"	282113.100000	4.000000	2016	"equinor"	1
"Liberty Lift Solutions, LLC"	363428.100000	7.000000	2017	"equinor"	1
"Liberty Lift Solutions, LLC"	32735.570000	3.000000	2018	"equinor"	1
"Liberty Office Products"	976.280000	7.000000	2015	"equinor"	1
"Liberty Office Products"	8163.770000	29.000000	2016	"equinor"	1
"Liberty Office Products"	15004.690000	24.000000	2017	"equinor"	5
"Liberty Office Products"	16044.490000	20.000000	2018	"equinor"	2
"Liberty Oilfield Services LLC"	12354920.560000	20.000000	2015	"equinor"	1
"Liberty Oilfield Services LLC"	23736.120000	8.000000	2016	"equinor"	1
"Liberty Oilfield Services LLC"	8200.000000	1.000000	2017	"equinor"	1
"Liberty Oilfield Services LLC"	8200.000000	1.000000	2018	"equinor"	1
"Liberty Services"	1221529.510000	748.000000	2015	"equinor"	4
"Liberty Services"	129463.750000	121.000000	2016	"equinor"	2
"Lide Industries, LLC"	23990.000000	4.000000	2015	"equinor"	2
"Lifeline Technologies, LLC"	100441.780000	6.000000	2018	"equinor"	1
"Light Tower Rentals, Inc"	4083013.660000	375.000000	2015	"equinor"	4
"Light Tower Rentals, Inc"	462842.470000	72.000000	2016	"equinor"	2
"Light Tower Rentals, Inc"	113900.300000	68.000000	2017	"equinor"	3
"Light Tower Rentals, Inc"	13420.500000	13.000000	2018	"equinor"	2
"Lindale Pipeline, LLC"	4787190.260000	69.000000	2015	"equinor"	2
"Lindale Pipeline, LLC"	1904719.600000	66.000000	2016	"equinor"	3
"Lindale Pipeline, LLC"	2214821.640000	74.000000	2017	"equinor"	3
"Lindale Pipeline, LLC"	3055134.030000	80.000000	2018	"equinor"	3
"Lindy Paving, Inc"	583425.240000	5.000000	2015	"equinor"	1
"Lindy Paving, Inc"	65726.770000	3.000000	2016	"equinor"	1
"Lindy Paving, Inc"	333258.280000	3.000000	2017	"equinor"	1
"Lindy Paving, Inc"	510221.970000	9.000000	2018	"equinor"	2
"Liskow & Lewis"	940432.050000	100.000000	2015	"equinor"	11
"Liskow & Lewis"	806223.080000	178.000000	2016	"equinor"	13
"Liskow & Lewis"	1281129.980000	219.000000	2017	"equinor"	12
"Liskow & Lewis"	1370226.680000	229.000000	2018	"equinor"	19
"LISKOW & LEWIS, APLC"	1201.500000	1.000000	2016	"equinor"	1
"Lithicon Australia Pty Ltd"	107495.000000	2.000000	2015	"equinor"	1
"Lithicon Australia Pty Ltd"	28350.000000	1.000000	2016	"equinor"	1
"Litman Enterprises, LLC"	8913.160000	33.000000	2015	"equinor"	3
"Litman Enterprises, LLC"	27530.310000	95.000000	2016	"equinor"	2
"Litman Enterprises, LLC"	87627.570000	177.000000	2017	"equinor"	1
"Litman Enterprises, LLC"	99184.390000	138.000000	2018	"equinor"	1
"Lloyd Hoff Holding Corporation"	56743.440000	3.000000	2015	"equinor"	2
"Lloyd Hoff Holding Corporation"	31769.260000	10.000000	2016	"equinor"	2
"Lloyd's Register Drilling Integrity"	25524.500000	2.000000	2015	"equinor"	2
"LMK Resources, Inc."	48225.380000	1.000000	2016	"equinor"	1
"Lochend Energy Services Inc."	4147052.840000	157.000000	2018	"equinor"	2
"Locken Consulting Inc"	311283.920000	174.000000	2015	"equinor"	3
"Locken Consulting Inc"	53600.000000	67.000000	2016	"equinor"	2
"Loenbro Inc"	5878123.470000	227.000000	2015	"equinor"	1
"Loenbro Inspection, LLC"	991245.530000	243.000000	2015	"equinor"	2
"Loenbro Inspection, LLC"	421621.750000	149.000000	2016	"equinor"	4
"Loenbro Inspection, LLC"	898346.250000	339.000000	2017	"equinor"	3
"Loenbro Inspection, LLC"	1195167.500000	261.000000	2018	"equinor"	3
"Lone Star Pipe And Suppy LLC"	5444.250000	1.000000	2016	"equinor"	1
"Lone Star Power Solutions LLC"	2166.840000	2.000000	2018	"equinor"	1
"Lone Tree Energy & Associates"	222765.170000	130.000000	2017	"equinor"	2
"Lone Tree Energy & Associates"	278222.890000	280.000000	2018	"equinor"	2
"Lone Wolf Natural Resource Services"	142347.970000	11.000000	2015	"equinor"	1
"Lone Wolf Natural Resource Services"	9969.000000	1.000000	2016	"equinor"	1
"Long View Systems"	76298.220000	8.000000	2016	"equinor"	1
"Louisiana Environmental Monitoring,"	17088.480000	3.000000	2018	"equinor"	1
"Louisiana Safety Systems, Inc."	66336.300000	3.000000	2015	"equinor"	1
"Louisiana Safety Systems, Inc."	110415.980000	16.000000	2018	"equinor"	2
"Louisiana Valve Source, Inc."	152967.110000	10.000000	2015	"equinor"	1
"Louisiana Valve Source, Inc."	75142.660000	2.000000	2017	"equinor"	1
"Louisiana Valve Source, Inc."	19863.920000	1.000000	2018	"equinor"	1
"Low Voltage Intergrators LLC"	25376.730000	3.000000	2016	"equinor"	1
"Lower Yellowstone Rural Electric"	617154.650000	15.000000	2015	"equinor"	2
"Lower Yellowstone Rural Electric"	922770.040000	26.000000	2016	"equinor"	2
"Lower Yellowstone Rural Electric"	624296.310000	23.000000	2017	"equinor"	2
"Lower Yellowstone Rural Electric"	1043930.420000	29.000000	2018	"equinor"	2
"LQT Industries, LLC"	644240.120000	14.000000	2018	"equinor"	1
"Ludlum Measurements Inc"	609.900000	2.000000	2016	"equinor"	1
"Ludlum Measurements Inc"	1278.140000	7.000000	2017	"equinor"	2
"Ludlum Measurements Inc"	1742.400000	1.000000	2018	"equinor"	1
"Ludwig Enterprises"	3348.000000	1.000000	2016	"equinor"	1
"Lueras Welding Service, Inc."	73853.260000	38.000000	2015	"equinor"	2
"Lueras Welding Service, Inc."	59865.050000	36.000000	2016	"equinor"	1
"Lueras Welding Service, Inc."	373.630000	1.000000	2017	"equinor"	1
"Lufkin Industries, LLC"	14178950.740000	1594.000000	2015	"equinor"	2
"Lufkin Industries, LLC"	3403806.530000	1084.000000	2016	"equinor"	3
"Lufkin Industries, LLC"	950852.040000	492.000000	2017	"equinor"	7
"Lufkin Industries, LLC"	1241879.700000	338.000000	2018	"equinor"	6
"Lund Oil Inc"	7948.560000	5.000000	2015	"equinor"	1
"Lynn Loughney, Executive Coaching &"	8125.000000	1.000000	2016	"equinor"	1
"M Arthur Gensler Jr & Associates In"	4200.000000	1.000000	2017	"equinor"	1
"M Space Holdings, LLC"	5380.000000	2.000000	2016	"equinor"	1
"M Space Holdings, LLC"	11024.000000	8.000000	2017	"equinor"	1
"M&H Enterprises, Inc."	80271.610000	2.000000	2017	"equinor"	1
"M&H Enterprises, Inc."	61064.510000	7.000000	2018	"equinor"	1
"M. Arthur Gensler, Jr. & Associates"	61077.680000	6.000000	2018	"equinor"	1
"M.S. Jacobs & Associates, Inc."	68485.320000	15.000000	2015	"equinor"	2
"M.S. Jacobs & Associates, Inc."	14715.300000	6.000000	2016	"equinor"	1
"M.S. Jacobs & Associates, Inc."	1953.360000	3.000000	2017	"equinor"	1
"M2 Subsea Operations, LLC"	771177.870000	5.000000	2018	"equinor"	2
"M2M Data Corporation"	719.550000	3.000000	2016	"equinor"	1
"M2M Data Corporation"	239.850000	1.000000	2017	"equinor"	1
"MAC Automation Inc."	26241.770000	7.000000	2016	"equinor"	1
"MAC Automation Inc."	52353.330000	15.000000	2017	"equinor"	3
"MAC Automation Inc."	51320.290000	14.000000	2018	"equinor"	2
"Macon Concrete Products, Inc"	36103.850000	8.000000	2017	"equinor"	3
"Macon Concrete Products, Inc"	106836.900000	30.000000	2018	"equinor"	5
"Maersk Drilling USA Inc."	197237246.100000	97.000000	2015	"equinor"	3
"Maersk Drilling USA Inc."	12758528.770000	17.000000	2016	"equinor"	2
"Magellan Wind LLC"	120000.000000	3.000000	2016	"equinor"	1
"Magnetic Variation Services LLC"	6000.000000	2.000000	2017	"equinor"	1
"Magnetic Variation Services LLC"	35000.000000	9.000000	2018	"equinor"	2
"Magnum Oil Tools International LTD"	93600.290000	6.000000	2015	"equinor"	3
"Magnum Oil Tools International LTD"	303783.780000	9.000000	2016	"equinor"	2
"Magnum Oil Tools International LTD"	802113.850000	35.000000	2017	"equinor"	2
"Magnum Oil Tools International LTD"	849618.390000	16.000000	2018	"equinor"	4
"Magus Engineering Limited"	163837.590000	21.000000	2015	"equinor"	2
"Mail Delivery Service of Stamford,"	1800.000000	12.000000	2015	"equinor"	1
"Mail Delivery Service of Stamford,"	1847.650000	12.000000	2016	"equinor"	1
"Mail Delivery Service of Stamford,"	1735.770000	11.000000	2017	"equinor"	1
"Mail Delivery Service of Stamford,"	1950.000000	13.000000	2018	"equinor"	1
"Mail Finance A Neopost USA Company"	2626.980000	2.000000	2015	"equinor"	2
"MailFinance"	24780.070000	12.000000	2015	"equinor"	2
"MailFinance"	15928.510000	11.000000	2016	"equinor"	2
"MailFinance"	17588.760000	9.000000	2017	"equinor"	3
"MailFinance"	4446.860000	4.000000	2018	"equinor"	1
"Mako Deepwater, Inc. dba Seanic Oce"	172798.150000	2.000000	2018	"equinor"	1
"Mama Fu's 2nd Street, LLC"	731.350000	3.000000	2016	"equinor"	1
"Mama Fu's 2nd Street, LLC"	6809.920000	24.000000	2017	"equinor"	2
"Mama Fu's 2nd Street, LLC"	10292.850000	41.000000	2018	"equinor"	5
"Man Diesel & Turbo SE"	1591.310000	2.000000	2018	"equinor"	1
"Managed Pressure Operations Pte Ltd"	1124470.350000	1.000000	2015	"equinor"	1
"Manna Distributors, Inc."	81853.240000	2.000000	2015	"equinor"	1
"Manning Safety Services, Inc."	587.130000	1.000000	2016	"equinor"	1
"Maple Leaf Marketing, Inc"	17892.000000	4.000000	2016	"equinor"	1
"Maple Leaf Marketing, Inc"	245131.050000	53.000000	2017	"equinor"	2
"Maple Leaf Marketing, Inc"	219647.800000	48.000000	2018	"equinor"	1
"Marek Brothers Systems, Inc"	2730.090000	3.000000	2017	"equinor"	1
"Marek Brothers Systems, Inc"	568.580000	1.000000	2018	"equinor"	1
"Marietta Office Supply"	75880.520000	157.000000	2015	"equinor"	1
"Marietta Office Supply"	9280.670000	57.000000	2016	"equinor"	1
"Marietta Office Supply"	12855.810000	55.000000	2017	"equinor"	1
"Marietta Office Supply"	448.760000	6.000000	2018	"equinor"	1
"Marietta Polaris LLC"	16065.920000	1.000000	2015	"equinor"	1
"Marine Preservation Association"	772949.000000	3.000000	2015	"equinor"	1
"Marine Preservation Association"	37500.000000	1.000000	2016	"equinor"	1
"Marine Well Containment Company, LL"	39893000.000000	16.000000	2015	"equinor"	2
"Marine Well Containment Company, LL"	8411000.000000	3.000000	2016	"equinor"	1
"Marine Well Containment Company, LL"	1530000.000000	3.000000	2017	"equinor"	1
"Marine Well Containment Company, LL"	6457000.000000	5.000000	2018	"equinor"	1
"Mark Wold"	26299.170000	3.000000	2018	"equinor"	1
"Marks & Clerk LLP"	198320.290000	12.000000	2017	"equinor"	1
"Marks & Clerk LLP"	113646.880000	14.000000	2018	"equinor"	1
"Marlatt & Barnwell, PLLC"	562.500000	1.000000	2018	"equinor"	1
"Marriott Sugarland Town Square"	3000.000000	1.000000	2016	"equinor"	1
"Marriott Sugarland Town Square"	1957.160000	1.000000	2017	"equinor"	1
"Martin Energy Services LLC"	2326.000000	3.000000	2015	"equinor"	1
"Martin, Disiere, Jefferson &"	383298.860000	35.000000	2015	"equinor"	4
"Martin, Disiere, Jefferson &"	147731.550000	27.000000	2016	"equinor"	6
"Martin, Disiere, Jefferson &"	55464.500000	27.000000	2017	"equinor"	2
"Martin, Disiere, Jefferson &"	64831.950000	37.000000	2018	"equinor"	3
"Martinez A/C & Htg., Inc."	10877.080000	20.000000	2018	"equinor"	2
"Martlin Distributing, LLC"	208435.000000	33.000000	2016	"equinor"	1
"Marvin Consulting, Inc."	86930.960000	5.000000	2016	"equinor"	1
"Marvin Consulting, Inc."	538.210000	1.000000	2017	"equinor"	1
"Marvin Consulting, Inc."	17916.000000	2.000000	2018	"equinor"	1
"Master Flo Valve (USA), Inc."	5478.170000	2.000000	2015	"equinor"	1
"Master Flo Valve (USA), Inc."	19704.850000	1.000000	2017	"equinor"	1
"Master Flo Valve (USA), Inc."	133613.410000	12.000000	2018	"equinor"	7
"Masters Consulting, LLC"	24617.950000	1.000000	2015	"equinor"	1
"Masters Consulting, LLC"	36773.180000	3.000000	2016	"equinor"	2
"Masters Consulting, LLC"	80897.910000	6.000000	2017	"equinor"	1
"Matcor, Inc."	4750.920000	1.000000	2016	"equinor"	1
"Materion Brush"	7205.020000	1.000000	2017	"equinor"	1
"Mathena Inc"	73056.740000	20.000000	2015	"equinor"	3
"Mathena Inc"	53660.000000	11.000000	2016	"equinor"	1
"Matthews Lubricants, Inc."	46691.550000	4.000000	2015	"equinor"	1
"Matthews Lubricants, Inc."	43851.500000	6.000000	2016	"equinor"	2
"Matthews Lubricants, Inc."	92738.850000	8.000000	2017	"equinor"	2
"Matthews Lubricants, Inc."	82170.310000	8.000000	2018	"equinor"	2
"Mattos Filho, Veiga Filho, Marrey J"	29757.460000	6.000000	2017	"equinor"	1
"Mattos Filho, Veiga Filho, Marrey J"	29956.680000	4.000000	2018	"equinor"	1
"Maverick Construction Corporation"	412994.740000	4.000000	2015	"equinor"	3
"Maverick International, Ltd"	19988.800000	1.000000	2018	"equinor"	1
"Maxoil Solutions Inc"	145755.210000	4.000000	2015	"equinor"	1
"MBA Brands, LLC"	29950.000000	1.000000	2018	"equinor"	1
"MBA Construction LLC"	2145105.040000	17.000000	2015	"equinor"	1
"MBF Inspection Services Inc."	5231749.870000	1473.000000	2015	"equinor"	2
"MBF Inspection Services Inc."	2178469.090000	892.000000	2016	"equinor"	2
"MBF Inspection Services Inc."	4829175.830000	1233.000000	2017	"equinor"	2
"MBF Inspection Services Inc."	3737276.890000	549.000000	2018	"equinor"	2
"Mbi Energy Logistics, LLC"	13516300.790000	6324.000000	2015	"equinor"	8
"Mbi Energy Logistics, LLC"	3674225.350000	1178.000000	2016	"equinor"	2
"Mbi Energy Logistics, LLC"	419699.690000	285.000000	2017	"equinor"	9
"Mbi Energy Logistics, LLC"	171271.520000	147.000000	2018	"equinor"	6
"Mbi Energy Rentals Inc"	251803.920000	125.000000	2015	"equinor"	1
"Mbi Energy Rentals Inc"	118777.960000	25.000000	2016	"equinor"	1
"Mbi Energy Rentals Inc"	6174.000000	11.000000	2017	"equinor"	2
"Mbi Energy Rentals Inc"	6468.000000	10.000000	2018	"equinor"	2
"MC2 Oilfiled Services, LLC"	75298.330000	7.000000	2016	"equinor"	2
"MC2 Oilfiled Services, LLC"	75643.140000	15.000000	2017	"equinor"	2
"MC2 Oilfiled Services, LLC"	162828.140000	34.000000	2018	"equinor"	1
"McClure Geomechanics, LLC"	45000.000000	1.000000	2018	"equinor"	1
"Mccody Concrete Products Inc"	313787.870000	142.000000	2015	"equinor"	2
"Mccody Concrete Products Inc"	48312.600000	29.000000	2016	"equinor"	2
"Mccody Concrete Products Inc"	41441.770000	68.000000	2017	"equinor"	5
"Mccody Concrete Products Inc"	16565.960000	24.000000	2018	"equinor"	6
"McCoy Workplace Solutions"	1724399.200000	34.000000	2015	"equinor"	1
"McCoy Workplace Solutions"	1577528.570000	9.000000	2016	"equinor"	1
"McCoy Workplace Solutions"	17111.480000	2.000000	2017	"equinor"	1
"McCoy Workplace Solutions"	21980.350000	4.000000	2018	"equinor"	2
"McCutcheon Enterprises, Inc. (MEI)"	1815549.390000	54.000000	2015	"equinor"	1
"McCutcheon Enterprises, Inc. (MEI)"	987.630000	1.000000	2016	"equinor"	1
"MCDEE Enterprises. Inc"	8058.940000	4.000000	2015	"equinor"	1
"McElroy, Sullivan, Miller & Weber,"	17217.140000	10.000000	2015	"equinor"	1
"McElroy, Sullivan, Miller & Weber,"	21537.700000	9.000000	2016	"equinor"	2
"McElroy, Sullivan, Miller & Weber,"	97089.830000	20.000000	2017	"equinor"	2
"McElroy, Sullivan, Miller & Weber,"	16720.500000	8.000000	2018	"equinor"	2
"McGinnis, Lochridge, & Kilgore, LLP"	778373.530000	17.000000	2015	"equinor"	2
"McGinnis, Lochridge, & Kilgore, LLP"	1023179.130000	19.000000	2016	"equinor"	3
"McGinnis, Lochridge, & Kilgore, LLP"	867534.280000	17.000000	2017	"equinor"	2
"McGinnis, Lochridge, & Kilgore, LLP"	291327.550000	9.000000	2018	"equinor"	4
"McGraw Equipment"	36459.690000	1.000000	2015	"equinor"	1
"Mckenzie Electric Cooperative Inc"	7284524.630000	39.000000	2015	"equinor"	2
"Mckenzie Electric Cooperative Inc"	3958795.210000	30.000000	2016	"equinor"	2
"Mckenzie Electric Cooperative Inc"	2367366.450000	24.000000	2017	"equinor"	2
"Mckenzie Electric Cooperative Inc"	3481550.940000	44.000000	2018	"equinor"	2
"McKinney Drilling Company, LLC"	1237072.040000	2.000000	2018	"equinor"	1
"MCM OIL TOOLS, INC"	64501.490000	2.000000	2017	"equinor"	1
"MCM OIL TOOLS, INC"	37849.170000	4.000000	2018	"equinor"	1
"Meagher Energy Advisors, Inc."	50000.000000	1.000000	2015	"equinor"	1
"Meagher Energy Advisors, Inc."	214700.860000	1.000000	2016	"equinor"	1
"MEC Construction, LLC"	462140.340000	9.000000	2015	"equinor"	2
"Mecco Inc"	2569.720000	4.000000	2015	"equinor"	1
"Mecco Inc"	2569.720000	4.000000	2016	"equinor"	2
"Mecco Inc"	2569.720000	4.000000	2017	"equinor"	1
"Mecco Inc"	3121.800000	5.000000	2018	"equinor"	2
"Mechanical Engineering Limited"	126871.500000	3.000000	2015	"equinor"	1
"Mechanical Engineering Limited"	582375.650000	12.000000	2016	"equinor"	1
"Mechanical Engineering Limited"	30161.360000	2.000000	2017	"equinor"	1
"Mediabrands International Limited"	84800.000000	2.000000	2017	"equinor"	1
"Medina Electric Cooperative, Inc."	3718.680000	6.000000	2016	"equinor"	1
"Medina Electric Cooperative, Inc."	6238.110000	11.000000	2017	"equinor"	1
"Medina Electric Cooperative, Inc."	6086.650000	13.000000	2018	"equinor"	1
"Meiers Oil And Towing Inc"	491026.440000	255.000000	2015	"equinor"	2
"Meiers Oil And Towing Inc"	219948.350000	269.000000	2016	"equinor"	1
"Meiers Oil And Towing Inc"	70700.660000	114.000000	2017	"equinor"	2
"Meiers Oil And Towing Inc"	68155.360000	119.000000	2018	"equinor"	2
"MEP-R & H Inc"	9641.590000	15.000000	2015	"equinor"	2
"Mercer (US), Inc."	669.500000	1.000000	2015	"equinor"	1
"Mercer (US), Inc."	3307.500000	3.000000	2016	"equinor"	1
"Mercer Human Resource Consulting"	30557.000000	3.000000	2016	"equinor"	1
"Mercer Human Resource Consulting"	67993.000000	5.000000	2017	"equinor"	1
"Mercer Human Resource Consulting"	33618.000000	5.000000	2018	"equinor"	1
"Mercer US Inc."	747445.250000	41.000000	2015	"equinor"	5
"Mercer US Inc."	90026.000000	13.000000	2016	"equinor"	3
"Mercer US Inc."	12625.000000	1.000000	2017	"equinor"	1
"Mercer US Inc."	201203.000000	8.000000	2018	"equinor"	2
"Mercer Valve Co. Inc."	89669.970000	276.000000	2016	"equinor"	1
"Mercer Valve Co. Inc."	508410.340000	511.000000	2017	"equinor"	5
"Mercer Valve Co. Inc."	286722.900000	204.000000	2018	"equinor"	5
"M-erg"	3242.040000	1.000000	2016	"equinor"	1
"M-erg"	8737.940000	4.000000	2017	"equinor"	2
"M-erg"	1174.510000	4.000000	2018	"equinor"	1
"Meridian Flying Services, Inc."	64995.000000	13.000000	2015	"equinor"	1
"Meridian Flying Services, Inc."	15665.000000	3.000000	2016	"equinor"	1
"Meridian Flying Services, Inc."	47890.000000	14.000000	2017	"equinor"	1
"Meridian Flying Services, Inc."	81765.000000	23.000000	2018	"equinor"	1
"Merla Wellhead Solutions, LLC"	5611.350000	1.000000	2015	"equinor"	1
"Merrick Systems, INC"	242063.240000	8.000000	2015	"equinor"	2
"Merritt Staffing"	32865.740000	29.000000	2015	"equinor"	1
"Messner Reeves LLP"	1368.870000	1.000000	2015	"equinor"	1
"M-I LLC"	69934300.350000	717.000000	2015	"equinor"	12
"M-I LLC"	710222.530000	205.000000	2016	"equinor"	8
"M-I LLC"	131121.630000	60.000000	2017	"equinor"	1
"M-I LLC"	965623.920000	73.000000	2018	"equinor"	4
"Michael A. Dwyer"	301238.300000	4.000000	2015	"equinor"	1
"Michael Goulet Inc"	25600.000000	1.000000	2016	"equinor"	1
"Michael J. York"	135.000000	1.000000	2018	"equinor"	1
"Michael Murphy"	2414.830000	8.000000	2015	"equinor"	1
"Michmer Contracting, Inc."	49394.460000	14.000000	2015	"equinor"	1
"Micro Motion Inc"	376791.810000	7.000000	2015	"equinor"	2
"Micro Motion Inc"	230875.320000	51.000000	2016	"equinor"	2
"Micro Motion Inc"	225324.040000	31.000000	2017	"equinor"	5
"Micro Motion Inc"	309484.830000	29.000000	2018	"equinor"	6
"Microbac Laboratories, Inc."	1020.000000	4.000000	2015	"equinor"	1
"Microbac Laboratories, Inc."	2170.500000	5.000000	2016	"equinor"	2
"MicroSeismic, Inc."	1103044.990000	9.000000	2016	"equinor"	1
"MicroSeismic, Inc."	3370398.730000	22.000000	2017	"equinor"	5
"MicroSeismic, Inc."	1059351.550000	8.000000	2018	"equinor"	4
"Micro-Strat Inc."	14900.000000	1.000000	2015	"equinor"	1
"Mid-Atlantic Energy Services, LLC"	441004.940000	20.000000	2017	"equinor"	2
